 Curso profesional en CGI para diseño gráfico y fotografía con Cinema 4D ,FX BARCELONA FILM SCHOOL,Curso,,,180h,4 Meses,Fechas a elegir,Barcelona,,,,,,,[Barcelona],"[Fotografías,Cinema 4D,Composición,Render,Producción,CGI,Fotografía profesional,Proceso de producción,Postproducción,Fotocomposición,Fotografía creativa,Acabados,Texturizado,Diseño gráfico,Fotografía 3D,Diseño 3D,Efectos,Diseño de producto,Integración 3D,Retoque Fotográfico Profesional,Técnicas en CGI,Toma de fotografías en Alto Rango Dinámico,Montaje de panoramas HDRI,Creación del CGI,Iluminación/shading,Extensión de set]",
" Maestría internacional modelado 3d, render y animación más maestría internacional en coaching tecnológico ",ESNECA BUSINESS SCHOOL.,Master,,Online,600h,Flexible,Fechas a elegir,,,Sí,,,,,Online,"[Cinema 4D,Modelado 3D,Mano alzada,Trabajar con escenas,Splines primitivas]",
 MoGraph: Experto en CINEMA 4D ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,Online,340h,6 Meses,Juniootras fechas,,,,,,,,Online,"[Modelado,After effects,Cinema 4D,Animacion,Audiovisual,3D,4D]",
 Master en Cinematografía Digital con RPAS ,EDUCA BUSINESS SCHOOL,Master,,Online,600h,6 Meses,Fechas a elegir,,,,,,,,Online,"[Edición digital,Montaje de vídeo,Técnicas de montaje,Administración de recursos,Piloto de drones,Uso de drones,Sistemas de aeronaves,Requisitos de la operación,Modos de vuelo,Audio,Dirección cinematográfica,Periodismo cinematográfico,Montaje cinematográfico,Lenguaje cinematográfico,Edición cinematográfica,Cinema 4D,Realización cinematográfica]",<p>Parte 1. Legislación En Drones-Rpa</p><p> Parte 2. Estación De Tierra Y Sistemas De Estabilización En Drones</p><p> Parte 3. Piloto De Drones. Nivel Avanzado</p><p> Parte 4. Uso De Drones En Aplicaciones Profesionales</p><p> Parte 5. Edición Digital Y Montaje De Vídeo Profesional Con Adobe Premiere Pro Cs5</p>
 Técnico en Edición de Vídeo Profesional con Cinema 4D + After Effects CC 2014. ,INESEM -FORMACIÓN,Subvencionado a trabajadores,Nivel avanzado,A distancia,360h,Flexible,Fechas a elegir,,,Sí,,,Sí,Sí,A distancia,"[Cinema 4D,After effects,C++,Máscaras,Audio,Exportación,Gráficos,Edición de vídeo,Curso,Tecnico,Modelado,3D,Cinema,4D,Render,Renderizar,Profesional,Cine,Efectos,Especiales,Videojuegos,Inforarquitectura,Publicidad,Personajes,Diseño,Audiovisual,Animacion,Adobe,After,Effects,CC 2014,Postproducción,Visuales,Capas,Video,Digital,Interface,Herramienta,Trabajo,Proyecto,Composición,Importar,Exportar,Archivo,Formato,Canal,Alfa,Marcador]",
" Master superior en grafismo, postproducción y 3dvfx ",PSIQUE GROUP & BUSINESS SCHOOL.,Master,,Online,600h,,Fechas a elegir,,,,,,,,Online,"[Exportación,Modelado,Postproducción,After effects,Adobe Premiere,Edición de vídeo,Audio,Gráficos,Color,Maya,Cinema 4D,Vídeo digital,Grafismo,Planificación del trabajo,Paneles,Composiciones,Interface de after effects,Crear un proyecto,Tipos de proyectos,Importar archivos,Línea de tiempo,Organizar material de archivo,Paneles más usados en After Effects,Búsqueda y zoom,Unidades de tiempo,Activar una herramienta,After Effects y otras aplicaciones de Adobe,Conceptos básicos de la postproducción,Ajustes de composición y proyecto,Deshacer cambios y preferencias,El Panel de Proyectos,Marcadores de posición y Proxy]","<p>PARTE 1. ESPECIALISTA EN MOTION GRAPHICS</p><p>TEMA 1. PRESENTACIÓN</p><p>TEMA 2. INTRODUCCIÓN</p><p>TEMA 3. ÁREA DE TRABAJO</p><p>TEMA 4. PROYECTOS Y COMPOSICIONES</p><p>TEMA 5. IMPORTAR ARCHIVOS</p><p>TEMA 6. CAPAS</p><p>TEMA 7. ANIMACIONES</p><p>TEMA 8. TEXTO</p><p>TEMA 9. DIBUJO Y MÁSCARAS DE CAPA</p><p>TEMA 10. TRANSPARENCIAS Y EFECTOS</p><p>TEMA 11. 3D</p><p>TEMA 12. PLUGINS, EXPRESIONES, VIDEO Y AUDIO</p><p>TEMA 13. EXPORTACIÓN</p><p>TEMA 14. NOVEDADES AFTER EFFECTS CC</p><p>TEMA 1. LA INTERFAZ DE CINEMA 4D</p><p>TEMA 2. ESCENAS</p><p>TEMA 3. PRIMITIVAS EN CINEMA 4D</p><p>TEMA 4. TRANSFORMACIONES</p><p>TEMA 5. SPLINES</p><p>TEMA 6. COPIAR Y ALINEAR OBJETOS EN CINEMA 4D</p><p>TEMA 7. CAPAS</p><p>TEMA 8. DEFORMADORES EN CINEMA 4D</p><p>TEMA 9. MATERIALES EN CINEMA 4D</p><p>TEMA 10. ILUMINACIÓN</p><p>TEMA 11. CÁMARAS Y ELEMENTOS DE ESCENA</p><p>TEMA 12. ANIMACIÓN EN CINEMA 4D</p><p>TEMA 13. PARTÍCULAS</p><p>TEMA 14. RENDERIZADO EN CINEMA 4D</p><p>TEMA 15. SUPUESTOS PRÁCTICOS</p><p>PARTE 2. ESPECIALISTA EN EDICIÓN + COMPOSICIÓN</p><p>TEMA 1. INTRODUCCIÓN A PREMIERE</p><p>TEMA 2. ADMINISTRACIÓN DE RECURSOS</p><p>TEMA 3. HERRAMIENTAS Y MARCADORES</p><p>TEMA 4. AUDIO</p><p>TEMA 5. TITULACIÓN I</p><p>TEMA 6. TITULACIÓN II</p><p>TEMA 7. TÉCNICAS DE MONTAJE</p><p>TEMA 8. ANIMACIONES</p><p>TEMA 9. TRANSPARENCIAS Y COLOR</p><p>TEMA 10. IMPORTACIÓN, TRANSCRIPCIÓN Y METADATOS</p><p>TEMA 11. EFECTOS Y TRANSICIONES</p><p>TEMA 12. EXPORTAR</p><p>TEMA 1. LA INTERFAZ DE 3D STUDIO MAX</p><p>TEMA 2. LAS VENTANAS GRÁFICAS</p><p>TEMA 3. CREACIÓN Y EDICIÓN DE ESCENAS</p><p>TEMA 4. CREACIÓN DE OBJETOS</p><p>TEMA 5. MÉTODOS DE CREACIÓN EN EL MODELADO DE OBJETOS</p><p>TEMA 6. SELECCIÓN Y MODIFICACIÓN DE OBJETOS</p><p>TEMA 7. LOS MODIFICADORES EN EL MODELADO TRIDIMENSIONAL</p><p>TEMA 8. MODELADO DE OBJETOS</p><p>TEMA 9. PROPIEDADES DE LOS MATERIALES. MATERIAL EDITOR</p><p>TEMA 10. LAS CÁMARAS Y LAS LUCES</p><p>TEMA 11. LA ANIMACIÓN DE OBJETOS</p><p>TEMA 12. LA RENDERIZACIÓN</p><p>TEMA 1. CONOCER LA INTERFAZ DE MAYA 2012</p><p>TEMA 2. ESCENAS</p><p>TEMA 3. POLÍGONOS, SUPERFICIES Y CURVAS</p><p>TEMA 4. TRABAJO CON OBJETOS</p><p>TEMA 5. MODELADO DE OBJETOS EN MAYA</p><p>TEMA 6. CAPAS Y ALINEACIÓN</p><p>TEMA 7. DEFORMADORES</p><p>TEMA 8. MATERIALES EN MAYA</p><p>TEMA 9. LUCES</p><p>TEMA 10. CÁMARAS</p><p>TEMA 11. ANIMACIONES</p><p>TEMA 12. RENDERIZADO</p><p>TEMA 13. PARTÍCULAS</p><p>PARTE 3. DVD. EXPERTO EN GRAFISMO, POSTPRODUCCIÓN Y 3DVFX: DESARROLLO DE UN PROYECTO REAL DE TRACK FILM TEMA 1. CREACIÓN DE UNA CIUDAD VIRTUAL CON 3D STUDIO MAX</p><p>TEMA 2. GENERACIÓN DE UNA INTROCCIÓN UTILIZANDO CINEMA 4D BROADCAST</p><p>TEMA 3. INCLUIR EFECTOS ESPECIALES CON ADOBE AFTER EFFECTS</p><p>TEMA 4. CONTROLAR UN MODELO HUMANO EN AUTODESK MAYA</p><p>TEMA 5. COMPOSICIÓN DEL TRACK FILM CON LA APLICACIÓN ADOBE PREMIERE (NIVEL PROFESIONAL)</p>"
 Máster en Video Digital Avanzado (VFX) y Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,360h,Flexible,Fechas a elegir,,,,,,,Sí,Online,"[After effects,Adobe Premiere,Edición de vídeo,Adobe Audition,Edición digital,Postproducción de vídeo,Cinema 4D,Motion Graphics,Vídeo digital,Premiere Pro,Montaje de vídeo,Edición avanzada]",
 Máster en Producción y Montaje de Cine Digital y TV ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION_,Master,,Online,700h,,Fechas a elegir,,,,,,,,Online,"[Producción,After effects,Cine digital,Cinema 4D,Producción de cine,Edición de vídeo,TV digital,Producción de televisión,Montaje de vídeo,Postproducción,Financiación,Audio,Producción de vídeo,Edición digital de audio,Edición digital,Avid,Vídeo digital]","<p> PARTE 1. TÉCNICO DE PRODUCCIÓN CINEMATOGRAFICA</p><p>Unidad Didáctica 1. Los Departamentos De Una Producción Cinematográfica</p><p>Unidad Didáctica 2. La Preproducción</p><p>Unidad Didáctica 3. El Presupuesto</p><p>Unidad Didáctica 4. Preparando La Búsqueda De Financiación: El Dossier</p><p>Unidad Didáctica 5. Métodos De Financiación</p><p>Unidad Didáctica 6. La Producción</p><p>Unidad Didáctica 7. La Postproducción</p><p>Unidad Didáctica 8. La Exhibición</p><p>PARTE 2. TÉCNICO DE PRODUCCIÓN EN TELEVISIÓN</p><p>Unidad Didáctica 1. Audiencias Y Programación</p><p>Unidad Didáctica 2. Emisoras Y Estudios De Televisión</p><p>Unidad Didáctica 3. Procesos De Producción De Programas De Televisión</p><p>Unidad Didáctica 4. Fuentes De Financiación De Emisoras Y Programas De Televisión</p><p>Unidad Didáctica 5. Presupuesto De Programas De Televisión</p><p>Unidad Didáctica 6. Planificación De Producción De Programas De Televisión</p><p>PARTE 3. MODELADO 3D, RENDER Y ANIMACIÓN PROFESIONAL CON CINEMA 4D BROADCAST MÓDULO 1. MODELADO</p><p>Unidad Didáctica 1. La Interfaz De Cinema 4d</p><p>Unidad Didáctica 2. Escenas</p><p>Unidad Didáctica 3. Primitivas En Cinema 4d</p><p>Unidad Didáctica 4. Transformaciones</p><p>Unidad Didáctica 5. Splines</p><p>Unidad Didáctica 6. Copiar Y Alinear Objetos En Cinema 4d</p><p>Unidad Didáctica 7. Capas</p><p>Unidad Didáctica 8. Deformaciones En Cinema 4d</p><p> MÓDULO 2. MATERIALES, ILUMINACIÓN Y CÁMARAS</p><p>Unidad Didáctica 9. Materiales En Cinema 4d</p><p>Unidad Didáctica 10. Iluminación</p><p>Unidad Didáctica 11. Cámaras Y Elementos De Escena</p><p> MÓDULO 3. ANIMACIÓN Y RENDERIZADO</p><p>Unidad Didáctica 12. Animación En Cinema 4d</p><p>Unidad Didáctica 13. Partículas</p><p>Unidad Didáctica 14. Renderizado En Cinema 4d</p><p> PARTE 4. EDICIÓN Y MONTAJE DE VÍDEO PROFESIONAL CON ADOBE PREMIERE PRO CC</p><p>Unidad Didáctica 1. Introducción A Premiere</p><p>Unidad Didáctica 2. Administración De Recursos</p><p>Unidad Didáctica 3. Herramientas Y Marcadores</p><p>Unidad Didáctica 4. Audio</p><p>Unidad Didáctica 5. Titulación I</p><p>Unidad Didáctica 6. Titulación Ii</p><p>Unidad Didáctica 7. Técnicas De Montaje</p><p>Unidad Didáctica 8. Animaciones</p><p>Unidad Didáctica 9. Transparencias Y Color</p><p>Unidad Didáctica 10. Importación, Transcripción Y Metadatos</p><p>Unidad Didáctica 11. Efectos Y Transiciones</p><p>Unidad Didáctica 12. Exportar</p><p> PARTE 5. ADOBE AFTER EFFECTS CC</p><p>Unidad Didáctica 1. Introducción A After Effects</p><p>Unidad Didáctica 2. Área De Trabajo De After Effects</p><p>Unidad Didáctica 3. Proyectos Y Composiciones En After Effects</p><p>Unidad Didáctica 4. Importación De Archivos En After Effects</p><p>Unidad Didáctica 5. Capas En After Effects</p><p>Unidad Didáctica 6. Animaciones En After Effects</p><p>Unidad Didáctica 7. Texto En After Effects</p><p>Unidad Didáctica 8. Dibujos Y Máscaras De Capa En After Effects</p><p>Unidad Didáctica 9. Transparencias Y Efectos En After Effects</p><p>Unidad Didáctica 10. Introducción Al Espacio Tridimensional En After Effects</p><p>Unidad Didáctica 11. Plugins, Tratamiento De Audio Y Previsualizaciones En After Effects</p><p>Unidad Didáctica 12. Exportación Y Generación De Ficheros En After Effects</p><p> PARTE 6. AVID MEDIA COMPOSER</p><p>Unidad Didáctica 1. Conceptos Básicos</p><p>Unidad Didáctica 2. Entorno De Trabajo</p><p>Unidad Didáctica 3. Importación De Archivos</p><p>Unidad Didáctica 4. Edición De Vídeo</p><p>Unidad Didáctica 5. Efectos De Vídeo</p><p>Unidad Didáctica 6. Creación De Títulos Y Textos</p><p>Unidad Didáctica 7. Trabajo Con Sonido</p><p>Unidad Didáctica 8. Exportación De Proyectos</p>"
 Master Profesional en Motion Graphics 2D/3D ,FX BARCELONA FILM SCHOOL,Master,,,,9 Meses,Fechas a elegir,Barcelona,,,,Sí,,,[Barcelona],"[Postproducción,After effects,Videoclips,Cinema 4D,Motion Graphics,Cine,Television,Publicidad,Diseño de producto,Videos corporativos,Motion Graphics 3D]",
" Máster En Coaching Tecnológico + Máster Internacional Modelado 3d, Render Y Animación ",EDUCA BUSINESS SCHOOL,Master,,A distancia,1200h,12 Meses,Fechas a elegir,,,,,,,,A distancia,"[Creatividad,Medios de comunicación,Innovación,Planes de formación,Videojuegos,Render,Medios audiovisuales,Nuevas tecnologías,Técnicas de comunicación,Modelado 3D,Tecnologías de la información,Audiovisuales,Animación 3D,Modelado,Cinema 4D,Coaching,Autoestima,Autoconfianza,Coaching personal,Producción de vídeo]","<p>Parte 1. Coach personal  Módulo 1. Introducción al coaching Unidad didáctica 1. ¿qué es el coaching? Unidad didáctica 2. Importancia del coaching Unidad didáctica 3. Aspectos fundamentales del coaching i Unidad didáctica 4. Aspectos fundamentales del coaching ii Unidad didáctica 5. Ética y coaching  Módulo 2. El proceso de coaching Unidad didáctica 6. Coaching, cambio y aprendizaje Unidad didáctica 7. El proceso de coaching: aspectos generales Unidad didáctica 8. Habilidades relacionadas con el proceso Unidad didáctica 9. Fases en el proceso de coaching Unidad didáctica 10. Evaluación i Unidad didáctica 11. Evaluación ii  Módulo 3. Coach y coachee Unidad didáctica 12. El coach Unidad didáctica 13. Competencias del coach Unidad didáctica 14. La preparación de un buen coach Unidad didáctica 15. La figura del coachee  Módulo 4. Fundamentos del coaching personal Unidad didáctica 1. Usted es su mejor coach Unidad didáctica 2. Las creencias Unidad didáctica 3. Las emociones Unidad didáctica 4. El proceso de cambio Unidad didáctica 5. Cómo superar la resistencia i Unidad didáctica 6. Cómo superar la resistencia ii  Módulo 5. Comunicación Unidad didáctica 7. El diálogo Unidad didáctica 8. La escucha Unidad didáctica 9. La formulación de preguntas durante la comunicación  Módulo 6. Coaching con pnl e ie Unidad didáctica 10. Coaching e inteligencia emocional Unidad didáctica 11. Coaching y pnl i  Módulo 7. Técnicas aplicadas Unidad didáctica 12. Introducción a las técnicas de coaching Unidad didáctica 13. Técnicas personales Unidad didáctica 14. Niveles de apoyo y herramientas Unidad didáctica 15. Técnicas estructurales Unidad didáctica 16. Técnicas exploratorias Unidad didáctica 17. Técnicas de aprendizaje Unidad didáctica 18. Técnicas y dinámicas de grupo  Parte 2. Alfabetización en tecnologías de la información y la comunicación Unidad didáctica 1. Los alfabetos a lo largo de la historia Unidad didáctica 2. La alfabetización en la sociedad informacional Unidad didáctica 3. El multialfabetismo Unidad didáctica 4. La multialfabetización en la educación escolar Unidad didáctica 5. Tic y alfabetización en la educación no formal Unidad didáctica 6. Tecnologías y multialfabetización en la educación de adultos Unidad didáctica 7. La alfabetización digital en la formación del profesorado Unidad didáctica 8. Proyectos de alfabetización en españa y latinoamérica editorial académica y técnica: índice de libro alfabetizaciones y tecnologías de la información y la comunicación area moreira, manuel. Gros salvat, begoña. Marzal garcía-quismondo, miguel á..). Publicado por editorial síntesis  Parte 3. Creatividad y nuevas tecnologías en las organizaciones modernas Unidad didáctica 1. Hacia la búsqueda de una organización creativa Unidad didáctica 2. El adn de las organizaciones Unidad didáctica 3. Un modelo emergente de organización Unidad didáctica 4. La energía necesaria para cambiar una organización Unidad didáctica 5. Los principios del liderazgo creativo Unidad didáctica 6. Las nuevas funciones del líder creativo Unidad didáctica 7. Visualizar la organización del futuro Unidad didáctica 8. Un nuevo paradigma Unidad didáctica 9. La evaluación de la innovación en las organizaciones  Parte 4. Tecnología educativa Unidad didáctica 1. Tecnología educativa: diversas formas de definirla Unidad didáctica 2. El proceso comunicativo en la enseñanza: modelos teóricos y elementos del proceso Unidad didáctica 3. Definición y clasificación de los medios y materiales de enseñanza Unidad didáctica 4. El diseño y la producción de medios para la enseñanza Unidad didáctica 5. La evaluación de medios audiovisuales y materiales de enseñanza Unidad didáctica 6. Criterios generales para la utilización e integración curricular de los medios Unidad didáctica 7. La formación del profesorado en el uso de medios y recursos didácticos Unidad didáctica 8. La comunicación audiovisual y la informática en los planes de estudios de primaria y secundaria Unidad didáctica 9. La organización de los medios en el sistema educativo y su impacto en las organizaciones educativas Unidad didáctica 10. Medios audiovisuales, informáticos y nuevas tecnologías para el apoyo docente editorial académica y técnica: índice de libro tecnología educativa cabero, julio (editor). Publicado por editorial síntesis  Parte 5. Adicciones tecnológicas: diagnóstico y tratamiento Unidad didáctica 1. Fundamentos básicos de las adicciones tecnológicas Unidad didáctica 2. La psicobiología de las adicciones Unidad didáctica 3. El avance tecnológico y la adicción. Tecnologías actuales (internet, smartphones, videojuegos…) Unidad didáctica 4. Daños producidos por la adicción Unidad didáctica 5. Análisis y detección de las conductas adictivas. Evaluación Unidad didáctica 6. La adicción tecnológica en menores, adolescentes y adultos Unidad didáctica 7. La intervención de la adicción tecnológica Unidad didáctica 8. El uso de fármacos en el tratamiento de la adicción Unidad didáctica 9. Problemas derivados de la adicción tecnológica Unidad didáctica 10. Prácticas y recomendaciones contra la adicción tecnológica  Módulo 1. Modelado Unidad didáctica 1. La interfaz de cinema 4d Unidad didáctica 2. Escenas Unidad didáctica 3. Primitivas en cinema 4d Unidad didáctica 4. Transformaciones Unidad didáctica 5. Splines Unidad didáctica 6. Copiar y alinear objetos en cinema 4d Unidad didáctica 7. Capas Unidad didáctica 8. Deformaciones en cinema 4d  Módulo 2. Materiales, iluminación y cámaras Unidad didáctica 9. Materiales en cinema 4d Unidad didáctica 10. Iluminación Unidad didáctica 11. Cámaras y elementos de escena  Módulo 3. Animación y renderizado Unidad didáctica 12. Animación en cinema 4d Unidad didáctica 13. PartículasUnidad didáctica 14. Renderizado en cinema 4d</p><p> </p>"
 Curso Avanzado Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,Nivel avanzado,Online,280h,Flexible,Fechas a elegir,,,,,,,Sí,Online,"[Imagen,Adobe Photoshop,Postproducción,After effects,Edición de vídeo,Render,Adobe Audition,Cinema 4D,Motion Graphics,Vídeo digital,Cine,Television,Técnicas de modelado,Spots publicitarios,Motion Design]",
" Especialista TIC en Modelado 3D, Render y Animación Profesional con Cinema 4D Broadcast ",EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,Online,300h,6 Meses,Juniootras fechas,,,,,,,,Online,"[Modelado,Contiendo,Render,Cinema 4D,Modelado 3D,Animación 3D,Curso,3D,Cinema,Configuracion,Contiendo,Diseño web,Diseño,Videojuego]",
 Postgrado en Motion Graphics. ,INESEM -FORMACIÓN,Postgrado,,A distancia,420h,Flexible,Fechas a elegir,,,Sí,,,Sí,Sí,A distancia,"[Cinema 4D,After effects,Máscaras,Motion Graphics,Audio,Exportación,Curso,Modelado,3D,Cinema,4D,Render,Renderizar,Profesional,Cine,Efectos,Especiales,Videojuegos,Inforarquitectura,Publicidad,Personajes,Diseño,Audiovisual,Animacion,Adobe,After,Effects,Postproducción,Visuales,Capas,Video,Digital,Interface,Herramienta,Trabajo,Proyecto,Composición,Importar,Exportar,Archivo,Formato,Canal,Alfa,Marcador,Posición]",
 Máster Avanzado en Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,540h,Flexible,Fechas a elegir,,,,,,,Sí,Online,"[After effects,InDesign,Cinema 4D,Motion Graphics,Diseño 3D,Adobe Photoshop,Adobe Premiere,Edición de vídeo]",
 Animación 3D ,FX BARCELONA FILM SCHOOL,Curso intensivo,,,96h,1 Mes,Fechas a elegir,Barcelona,,,,,,,[Barcelona],"[Cinema 4D,After effects,Maxwell,Render,LightWave 3D,3ds Max,Softimage/XS,ZBrush,Mirage,Fusión,Animación 3D,Houdini,Producción 3D,Modelado 3D,Softimage,Maya,Renderización,Texturizado,Shading e iluminado,Personajes 3D,Programador de videojuegos,Desarrollo de videojuegos,Animación digital,Postproducción digital]",<p>En FX ANIMATION trabajamos por proyectos: los alumnos no tendrán exámenes pero si entrega de trabajos individuales que serán evaluados trimestralmente. De cada proyecto obtendrán sus primer porfolio personal parea comenzar su curriculum vitae de imágenes que es lo que demandarán las empresas y productoras del sector.</p><p>1er Curso – Proyectos de:</p><p>2º Curso – Proyectos de:</p><p></p>
 Curso de Edición y Postproducción de Vídeo Digital (VFX) y Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,Nivel intermedio,Online,180h,3 Meses,Fechas a elegir,,,,,,,Sí,Online,"[After effects,Edición de vídeo,Adobe Audition,Postproducción de vídeo,Cinema 4D,Motion Graphics,Vídeo digital,After Effects Avanzado,Adobre Premiere Pro]",
 Realidad Aumentada: Experto en Cinema 4D ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,Online,340h,6 Meses,Juniootras fechas,,,,,,,,Online,"[Modelado,MASTER,Cursos,Cinema 4D,Multimedia,Euroinnova cursos,Animacion,Cursos online euroinnova,Audiovisual,Master online euroinnova,Master euroinnova,3D,4D,Master,Cursos,Euroinnova cursos,Cursos online euroinnova,Master online euroinnova,Master euroinnova]",
" Máster en Producción, Postproducción y Gestión Audiovisual ", CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,,6 Meses,Fechas a elegir,,,,,,,,Online,"[Proyectos audiovisuales,Postproducción de vídeo,Producción de vídeo,Edición de vídeo,Adobe Premiere,Postproducción digital,Producción audiovisual,Cinema 4D,Edición digital,Vídeo digital]",
 Postgrado en Motion Graphics (Online) - ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Postgrado,,Online,420h,12 Meses,Juniootras fechas,,,,,,,,Online,"[Exportación,Modelado,After effects,Audio,Cinema 4D,Motion Graphics,Máscaras,Plugins,Iluminacion,Curso,3D,Animaciones,Video,Escenas,Texto,Capas,Transformaciones,Expresiones,After Effects CS6,Cinema,Importar archivos,DIBUJO Y MÁSCARAS DE CAPA,Cinema 4D Broadcast,Área de trabajo,Splines,Proyectos y composiciones,Transparencias y efectos,Primitivas en cinema 4D,Copiar y alinear objetos en cinema 4D,Deformadores en cinema 4D,Cámaras y elementos de escena,La interfaz de cinema 4d,Novedades after effects cs6]",
 Curso Práctico de Mograph en Cinema 4D ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION.,Curso,,Online,60h,6 Meses,Fechas a elegir,,,,,,,,Online,"[Cinema 4D,MASTER,Cursos,Master,Euroinnova cursos,Cursos,Cursos online euroinnova,Euroinnova cursos,Cursos online euroinnova,Master online euroinnova,Master online euroinnova,Master euroinnova,Master euroinnova,Diseño,Animación 3D,Mograph]",
 Curso Intensivo de Cinema 4D , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,,,32h,Flexible,Fechas a elegir,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Adobe Photoshop,After effects,Edición de vídeo,Cinema 4D,Motion Graphics,Diseño 3D,Edición de videos,Gráficos en 3D,Renderizado de video]","<p>PARTE 1. MODELADO 3D, RENDER Y ANIMACIÓN PROFESIONAL CON CINEMA 4D BROADCAST</p><p>Módulo 1. Modelado</p><p>Módulo 2. Materiales, iluminación y cámaras</p><p>Módulo 3. Animación y renderizado</p><p>PARTE 2. ADOBE AFTER EFFECT CC</p>"
 Técnico en edición de vídeo profesional con cinema 4d + after effects cc 2014 ,PSIQUE GROUP & BUSINESS SCHOOL.,Curso,,Online,360h,,Fechas a elegir,,,,,,,,Online,"[Illustrator,C,Modelado,Prevención,After effects,Edición de vídeo,Render,Prevención de riesgos,Cableado,Averías,CCTV,Gráficos,Mantenimiento,Cinema 4D,Conducción,Modelado 3D,Máscaras,Animacion,Escenas,Interfaz,C  ]","<p>PARTE 1. MODELADO 3D, RENDER Y ANIMACIÓN PROFESIONAL CON CINEMA 4D BROADCAST  MODULO I. MODELADO  TEMA 1. LA INTERFAZ DE CINEMA 4D</p><p>TEMA 2. ESCENAS</p><p>TEMA 3. PRIMITIVAS EN CINEMA 4D</p><p>TEMA 4. TRANSFORMACIONES</p><p>TEMA 5. SPLINES</p><p>TEMA 6. COPIAR Y ALINEAR OBJETOS EN CINEMA 4D</p><p>TEMA 7. CAPAS</p><p>TEMA 8. DEFORMADORES EN CINEMA 4D</p><p> MODULO II. MATERIALES, ILUMINACIÓN Y CÁMARAS  TEMA 9. MATERIALES EN CINEMA 4D</p><p>TEMA 10. ILUMINACIÓN</p><p>TEMA 11. CÁMARAS Y ELEMENTOS DE ESCENA</p><p> MODULO III. ANIMACIÓN Y RENDERIZADO  TEMA 12. ANIMACIÓN EN CINEMA 4D</p><p>TEMA 13. PARTÍCULAS</p><p>TEMA 14. RENDERIZADO EN CINEMA 4D</p><p>TEMA 15. SUPUESTOS PRÁCTICOS</p><p>PARTE 2. ADOBE AFTER EFFECT CC 2014 TEMA 1. PRESENTACIÓN</p><p>TEMA 2. INTRODUCCIÓN</p><p>TEMA 3. ÁREA DE TRABAJO</p><p>TEMA 4. PROYECTOS Y COMPOSICIONES</p><p>TEMA 5. IMPORTAR ARCHIVOS</p><p>TEMA 6. CAPAS</p><p>TEMA 7. ANIMACIONES</p><p>TEMA 8. TEXTO</p><p>TEMA 9. DIBUJO Y MÁSCARAS DE CAPA</p><p>TEMA 10. TRANSPARENCIAS Y EFECTOS</p><p>TEMA 11. 3D</p><p>TEMA 12. PLUGINS, EXPRESIONES, VIDEO Y AUDIO</p><p>TEMA 13. EXPORTACIÓN</p><p>TEMA 14. NOVEDADES AFTER EFFECTS CC</p>"
 Experto en edición de vídeo con cinema 4D y After Effects ,GESENCO FORMACIÓN,Curso,,Online,700h,18 Meses,,,,,,,,,Online,"[Animación 2D,After effects,Edición de vídeo,Creación de personajes,Cinema 4D,Animación 3D,Lenguaje audiovisual]","<p>MÓDULO 1. RECURSOS NARRATIVOS Y TÉCNICOS PARA EL DESARROLLO DE PROYECTOS AUDIOVISUALES MULTIMEDIA</p><p></p><p> MÓDULO 2- MODELADO 3D, RENDER Y ANIMACIÓN PROFESIONAL CON CINEMA 4D</p><p> Apartado 1. Modelado.</p><p></p><p> Apartado 2. Materiales, iluminación y cámaras.</p><p></p><p>Apartado 3. Animación y renderizado.</p><p></p><p> MÓDULO 3- ADOBE AFTER EFFECT</p><p> Apartado 1. After effects.</p><p></p><p> Apartado 2. Edición de videos con After Effects.</p><p></p><p> MÓDULO 3. RENDERIZACION CON KEYSHOT</p><p> </p>"
